課程名稱,課程時數,課程訂價,課程售價,早鳥價格,開課時間,課程狀態,課程期數,上課地點,課程講師,合作單位,課程分類,線上課程,實體課程
建築物室內裝修專業技術人員講習-建築物室內設計 ,1260,5300 ,5300 ,5300,2019/09/22,已額滿，停止招生各分館地圖資訊, ,建國,專業師資群, ,政府委訓,0,1
社會工作師學分班-方案設計與評估,3240,8055 ,8055 ,8055,2019/09/22,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,政府委訓,0,1
建築物室內裝修專業設計技術人員換證回訓講習,960,4000 ,4000 ,3600,2019/09/28,已額滿，停止招生各分館地圖資訊, ,建國,本校專業師資群, ,政府委訓,0,1
建築物室內裝修專業施工技術人員換證回訓講習,960,4000 ,4000 ,3600,2019/09/28,已額滿，停止招生各分館地圖資訊, ,建國,本校專業師資群, ,政府委訓,0,1
大數據分析Excel商業智慧應用班,2700,6000 ,6000 ,6000,2019/09/29,臨櫃報名, ,建國,, ,政府委訓,0,1
資安職能訓練(自費班),1080,8000 ,8000 ,8000,2019/10/02,尚有名額, ,建國,, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內裝修工程管理、建築工程管理,1260,5300 ,5300 ,5300,2019/10/06,已額滿，停止招生各分館地圖資訊, ,建國,專業師資群, ,政府委訓,0,1
資安職能訓練(自費班),1080,8000 ,8000 ,8000,2019/10/23,尚有名額, ,建國,, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-裝潢木工,3660,15250 ,15250 ,15250,2019/10/27,尚有名額, ,建國,專業師資群, ,政府委訓,0,1
CFA&NAHA&TAS芳療師初階班,2160,6900 ,6900 ,6555,2019/11/02,尚有名額, ,建國,文化大學專業師資群, ,政府委訓,0,1
社會工作師學分班-社會福利行政,3240,8055 ,8055 ,7200,2019/11/02,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,政府委訓,0,1
社會工作師學分班-社會心理學,3240,8055 ,8055 ,7200,2019/11/03,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,政府委訓,0,1
產後修復按摩入門班,1080,4800 ,4800 ,4560,2019/11/16,尚有名額, ,建國,文化大學專業師資群, ,政府委訓,0,1
產後修復按摩入門班,1080,4800 ,4800 ,4560,2019/11/18,尚有名額, ,建國,文化大學專業師資群, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內裝修工程管理、建築工程管理,1260,5300 ,5300 ,4770,2019/11/24,尚有名額, ,建國,專業師資群, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內設計 ,1260,5300 ,5300 ,5300,2019/12/22,尚有名額, ,建國,專業師資群, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內裝修工程管理、建築工程管理,1260,5300 ,5300 ,4770,2019/10/19,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內設計,1260,5300 ,5300 ,4770,2019/10/19,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業設計技術人員 ,960,4000 ,4000 ,3600,2019/11/02,尚有名額, ,台中,營建署核定教師, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業施工技術人員 ,960,4000 ,4000 ,3600,2019/11/02,尚有名額, ,台中,林大森教師等, ,政府委訓,0,1
都市計畫技師學分班,3240,8055 ,8055 ,7500,2019/11/23,尚有名額, ,台中,本部都市計畫技師學分班專業師資群, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-家具木工,4860,20000 ,20000 ,18000,2019/11/23,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-裝潢木工,3660,15250 ,15250 ,13725,2019/11/23,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
都市計畫技師學分班,3240,8055 ,8055 ,7500,2019/11/24,尚有名額, ,台中,本部都市計畫技師學分班專業師資群, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內裝修工程管理、建築工程管理,1260,5300 ,5300 ,4770,2019/12/07,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內設計,1260,5300 ,5300 ,4770,2019/12/07,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業設計技術人員 ,1260,4000 ,4000 ,3600,2019/12/21,尚有名額, ,台中,營建署核定教師, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業施工技術人員 ,1260,4000 ,4000 ,3600,2019/12/21,尚有名額, ,台中,林大森教師等, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內設計,1260,5300 ,5300 ,4770,2020/01/04,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
都市計畫技師學分班,3240,8055 ,8055 ,7500,2020/02/01,尚有名額, ,台中,本部都市計畫技師學分班專業師資群, ,政府委訓,0,1
都市計畫技師學分班,3240,8055 ,8055 ,7500,2020/02/01,尚有名額, ,台中,本部都市計畫技師學分班專業師資群, ,政府委訓,0,1
都市計畫技師學分班,2160,5370 ,5370 ,4815,2020/02/02,尚有名額, ,台中,本部都市計畫技師學分班專業師資群, ,政府委訓,0,1
建築物室內裝修專業技術人員講習-建築物室內設計,1260,5300 ,5300 ,4770,2020/02/16,尚有名額, ,台中,內政部營建署核定講師, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業設計技術人員 ,960,4000 ,4000 ,3600,2020/03/21,尚有名額, ,台中,營建署核定教師, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業施工技術人員 ,960,4000 ,4000 ,3600,2020/03/21,尚有名額, ,台中,林大森教師等, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業設計技術人員 ,960,4000 ,4000 ,3600,2020/06/13,各分館地圖資訊, ,台中,營建署核定教師, ,政府委訓,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業施工技術人員 ,960,4000 ,4000 ,3600,2020/06/13,各分館地圖資訊, ,台中,林大森教師等, ,政府委訓,0,1
建築物室內裝修專業技術人員講習(高雄)-裝潢木工,3660,15250 ,15250 ,13725,2019/09/22,尚有名額, ,高雄,王雅信, ,政府委訓,0,1
建築物室內裝修專業技術人員講習(高雄)-家具木工,4860,20000 ,20000 ,18000,2019/10/20,尚有名額, ,高雄,王雅信, ,政府委訓,0,1
建築物室內裝修專業施工技術人員換證回訓講習,960,4000 ,4000 ,3600,2019/10/27,尚有名額, ,高雄,, ,政府委訓,0,1
建築物室內裝修專業設計技術人員換證回訓講習,960,4000 ,4000 ,3600,2019/11/02,尚有名額, ,高雄,, ,政府委訓,0,1
高雄市政府社會局委託辦理108年度托育人員專業訓練,7560,7600 ,7600 ,7600,2019/11/12,尚有名額, ,高雄,中國文化大學推廣部師資群, ,政府委訓,0,1
建築物室內裝修專業技術人員講習(高雄)-建築物室內設計,1260,5300 ,5300 ,4770,2019/12/27,尚有名額, ,高雄,王雅信, ,政府委訓,0,1
建築物室內裝修專業技術人員講習(高雄)-建築物室內設計,1260,5300 ,5300 ,4770,2020/01/10,尚有名額, ,高雄,王雅信, ,政府委訓,0,1
建築物室內裝修專業技術人員講習(高雄)-建築物室內設計,1260,5300 ,5300 ,4770,2020/02/23,尚有名額, ,高雄,王雅信, ,政府委訓,0,1
建築物室內裝修專業技術人員講習(高雄)-建築物室內裝修工程管理、建築工程管理,1260,5300 ,5300 ,4770,2020/05/22,尚有名額, ,高雄,宋鴻麒, ,政府委訓,0,1
編曲軟體-Apple Logic Pro X基礎班【免費說明會】,120,0,0,0,2019/09/23,尚有名額, ,建國,鄭旭志, ,音樂學堂,0,1
Pro Tools 101錄音工程證照班,1620,33000 ,33000 ,31350,2019/09/25,尚有名額, ,建國,鄭旭志, ,音樂學堂,0,1
編曲軟體-Apple Logic Pro X基礎班,1440,30000 ,30000 ,27000,2019/09/30,尚有名額, ,建國,鄭旭志, ,音樂學堂,0,1
敲醒音樂創作力的6堂樂理課,1080,9000 ,9000 ,8100,2019/10/02,尚有名額, ,建國,唐寧, ,音樂學堂,0,1
專業配音員錄音技能培訓-基礎班,2520,22500 ,22500 ,21375,2019/10/14,尚有名額, ,建國,敖琦, ,音樂學堂,0,1
敲醒音樂創作力的6堂【聽力課】,1080,9000 ,9000 ,7500,2019/10/15,尚有名額, ,建國,唐寧, ,音樂學堂,0,1
陳飛午數位編曲技能培訓【免費課程說明會】,120,0,0,0,2019/10/17,各分館地圖資訊, ,建國,, ,音樂學堂,0,1
做自己的音樂製作人,1080,22500 ,22500 ,20250,2019/10/18,尚有名額, ,建國,林尚德, ,音樂學堂,0,1
錄音工程基礎班,720,10000 ,10000 ,8500,2019/11/09,尚有名額, ,建國,王永鈞, ,音樂學堂,0,1
機能式聲音訓練【歌手篇】：聲音開發、調整與修復,720,12000 ,12000 ,9900,2019/11/16,尚有名額, ,建國,陳心瑩, ,音樂學堂,0,1
《嘿！Siri愛的發聲練習》配音技巧入門班,360,3600 ,3600 ,3600,2019/09/21,尚有名額, ,台中,盧怡君老師, ,音樂學堂,0,1
SCA精品咖啡協會-Barista咖啡師中級認證,1680,18000 ,18000 ,18000,2019/09/21,課程停招各分館地圖資訊, ,其他,棨楊餐飲咖啡團隊師資群, ,食尚餐飲,0,1
咖啡達人─95究極烘豆班,1440,18000 ,18000 ,18000,2019/10/04,已額滿，停止招生各分館地圖資訊, ,其他,王慧齡 , ,食尚餐飲,0,1
咖啡達人─95究極烘豆班,1440,18000 ,18000 ,18000,2019/12/07,尚有名額, ,其他,王慧齡 , ,食尚餐飲,0,1
馬可老師料理教室,540,4500 ,4500 ,4275,2019/09/20,課程停招各分館地圖資訊, ,建國,謝長勝, ,食尚餐飲,0,1
巧克力圓舞曲-手工調溫入門,720,5400 ,5400 ,5130,2019/09/21,課程停招各分館地圖資訊, ,建國,戴至佑, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/10/03,尚有名額, ,建國,, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/10/03,尚有名額, ,建國,蔡孟珊, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/10/17,尚有名額, ,建國,, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/10/17,尚有名額, ,建國,蔡孟珊, ,食尚餐飲,0,1
巧克力圓舞曲-手工調溫進階技巧,720,5400 ,5400 ,5130,2019/10/19,尚有名額, ,建國,戴至佑, ,食尚餐飲,0,1
Tea Tasting Level 1茶葉品評一級認證,360,6000 ,6000 ,6000,2019/10/25,尚有名額, ,建國,講茶學院師資群, ,食尚餐飲,0,1
Tea Tasting Level 1茶葉品評一級認證,360,6000 ,6000 ,6000,2019/11/04,尚有名額, ,建國,講茶學院師資群, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/11/07,尚有名額, ,建國,, ,食尚餐飲,0,1
咖啡達人-義式咖啡萃取與拉花,600,3800 ,3800 ,3420,2019/11/09,尚有名額, ,建國,林裕益, ,食尚餐飲,0,1
飯店主廚南洋料理,540,4500 ,4500 ,4050,2019/11/13,各分館地圖資訊, ,建國,盧華黔, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/11/21,尚有名額, ,建國,, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/12/05,尚有名額, ,建國,, ,食尚餐飲,0,1
Tea Tasting Level 2茶葉品評二級認證 ,720,15000 ,15000 ,15000,2019/12/14,尚有名額, ,建國,講茶學院師資群, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單品課程 ,180,2000 ,2000 ,1700,2019/12/19,尚有名額, ,建國,, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單元選修,720,7500 ,7500 ,7500,2019/09/02,上課中，已停止招生各分館地圖資訊, ,台中,, ,食尚餐飲,0,1
築夢咖啡館：精品咖啡達人經營創業養成實務,2160,15000 ,15000 ,14250,2019/10/15,尚有名額, ,台中,李德祥, ,食尚餐飲,0,1
京都旬食‧花見日式和菓子製菓入門,1440,12000 ,12000 ,11400,2019/11/18,尚有名額, ,台中,, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單元選修,720,7500 ,7500 ,7125,2019/11/18,尚有名額, ,台中,, ,食尚餐飲,0,1
京都旬食.花見日式和菓子單元選修,720,7500 ,7500 ,7125,2019/12/16,尚有名額, ,台中,, ,食尚餐飲,0,1
夢幻系韓式裱花蛋糕-古典玫瑰園六入,300,2200 ,2200 ,2090,2019/09/27,尚有名額, ,高雄,Anna(安娜), ,食尚餐飲,0,1
夢幻系韓式裱花蛋糕-古典玫瑰園二入,180,1200 ,1200 ,1140,2019/10/17,尚有名額, ,高雄,Anna(安娜), ,食尚餐飲,0,1
精品咖啡萃取達人養成(進階),900,4500 ,4500 ,4050,2019/10/18,尚有名額, ,高雄,姚子龍, ,食尚餐飲,0,1
夢幻系韓式裱花蛋糕-天使花園&櫻花二入,180,1200 ,1200 ,1140,2019/11/14,尚有名額, ,高雄,Anna(安娜), ,食尚餐飲,0,1
精品咖啡萃取達人養成(入門),900,3800 ,3800 ,3230,2019/11/21,尚有名額, ,高雄,姚子龍, ,食尚餐飲,0,1
夢幻系韓式裱花蛋糕-古典玫瑰園六入,300,2200 ,2200 ,2090,2019/11/22,尚有名額, ,高雄,Anna(安娜), ,食尚餐飲,0,1
【搖擺扶桑花女孩】～充滿愛與微笑的夏威夷舞基礎班 ,600,2000 ,2000 ,1900,2019/08/06,尚有名額, ,建國,Maya, ,大健康學苑,0,1
【熱情草裙舞女郎】～散發美麗與健康的大溪地舞基礎班,600,2000 ,2000 ,1900,2019/08/06,尚有名額, ,建國,Maya 老師, ,大健康學苑,0,1
我的美力時代-超高效肌力訓練,480,2880 ,2880 ,2880,2019/08/15,尚有名額, ,建國,陳盈, ,大健康學苑,0,1
謝達輝奇門遁甲,1440,10000 ,10000 ,9500,2019/08/23,尚有名額, ,建國,謝達輝, ,大健康學苑,0,1
【熱情草裙舞女郎】～散發美麗與健康的大溪地舞進階班,600,2000 ,2000 ,1900,2019/09/06,尚有名額, ,建國,Maya 老師, ,大健康學苑,0,1
【搖擺扶桑花女孩】～充滿愛與微笑的夏威夷舞進階班 ,600,2000 ,2000 ,1900,2019/09/06,尚有名額, ,建國,Maya, ,大健康學苑,0,1
